"","sample_id","raw_score","ips_score","RSI","daaset","Cluster"
"299","GSM966818",0.615415474715074,2,0.145477900000002,"metanalysis","OPC2"
"300","GSM966852",1.81413903817116,6,-0.0172693999999973,"metanalysis","OPC3"
"301","GSM1607684",1.82435631881894,6,0.0398432000000028,"metanalysis","OPC1"
"302","GSM1607685",2.22068654584548,7,-0.0871197999999973,"metanalysis","OPC1"
"303","GSM1607686",0.168706741623208,1,0.0711196000000022,"metanalysis","OPC1"
"304","GSM1607687",0.169951069399159,1,-0.0317560999999976,"metanalysis","OPC3"
"305","GSM1607688",2.02575183940717,7,-0.0155294999999982,"metanalysis","OPC3"
"306","GSM1607697",1.69460496503885,6,0.107802600000003,"metanalysis","OPC1"
"307","GSM1607702",1.47022519368275,5,-0.264540299999998,"metanalysis","OPC1"
"308","GSM1607704",1.20114419688921,4,0.0841051000000019,"metanalysis","OPC3"
"309","GSM1607705",0.846180332778,3,-0.0152020999999988,"metanalysis","OPC2"
"310","GSM1607706",1.52519537548981,5,-0.0533133999999973,"metanalysis","OPC1"
"311","GSM1607707",1.47994183651956,5,0.0497645000000024,"metanalysis","OPC3"
"312","GSM1607708",1.92625587598881,6,0.0629686000000028,"metanalysis","OPC2"
"313","GSM1607709",0.572660349455701,2,0.480143200000001,"metanalysis","OPC2"
"314","GSM1607710",1.48039349552837,5,0.0926524000000027,"metanalysis","OPC2"
"315","GSM1607711",1.25975191541644,4,-0.0224291999999973,"metanalysis","OPC1"
"316","GSM1607712",0.297960988067228,1,0.198681000000001,"metanalysis","OPC3"
"317","GSM1607713",2.17871026763833,7,0.108398600000003,"metanalysis","OPC3"
"318","GSM1607714",0.728172310169644,2,0.230974100000002,"metanalysis","OPC2"
"319","GSM1607715",1.90642653933307,6,-0.0614806999999976,"metanalysis","OPC3"
"320","GSM1607716",1.39366633918453,5,0.0836513000000025,"metanalysis","OPC1"
"321","GSM1607717",1.18578393265793,4,0.0323150000000027,"metanalysis","OPC3"
"322","GSM1607718",1.16168057782478,4,0.177350300000002,"metanalysis","OPC1"
"323","GSM1607719",1.56565855630105,5,0.113780600000003,"metanalysis","OPC1"
"324","GSM1607720",1.76860724762318,6,-0.0954840999999976,"metanalysis","OPC3"
"325","GSM1607721",1.20918686689769,4,0.119924400000003,"metanalysis","OPC1"
"326","GSM1607722",1.49919812467074,5,0.131128200000003,"metanalysis","OPC2"
"327","GSM1607765",1.38203813833233,5,-0.0799873999999973,"metanalysis","OPC1"
"328","GSM1607771",1.73513194815049,6,-0.187817399999997,"metanalysis","OPC1"
"329","GSM1607772",1.39726085114132,5,0.114345400000003,"metanalysis","OPC1"
"330","GSM1607783",1.38678995055295,5,0.0276916000000027,"metanalysis","OPC3"
"331","GSM1607796",0.829402809991559,3,0.429913500000002,"metanalysis","OPC1"
"332","GSM1607800",1.02470267175869,3,-0.338007799999999,"metanalysis","OPC3"
"333","GSM1607817",1.85566408533906,6,-0.0399708999999975,"metanalysis","OPC1"
"334","GSM1607821",1.13010875666532,4,0.0390286000000022,"metanalysis","OPC3"
"335","GSM1607822",1.8809379573149,6,0.141093400000003,"metanalysis","OPC1"
"336","GSM1607834",1.71863954481373,6,-0.103874499999998,"metanalysis","OPC1"
"337","GSM1607838",1.59271104850523,5,0.00294220000000271,"metanalysis","OPC2"
"338","GSM1607858",1.89567627288443,6,0.0959076000000027,"metanalysis","OPC2"
"339","GSM1607868",1.22097767767805,4,0.183690600000003,"metanalysis","OPC3"
"340","GSM1607870",1.01212410161638,3,0.0232558000000022,"metanalysis","OPC3"
"341","GSM1607876",0.965969848351992,3,-0.00399829999999878,"metanalysis","OPC3"
"342","GSM1607877",0.824874396376294,3,-0.00770729999999815,"metanalysis","OPC3"
"343","GSM1607878",1.68826239839625,6,0.108269000000003,"metanalysis","OPC1"
"344","GSM1607880",0.922056764057805,3,-0.165385099999999,"metanalysis","OPC1"
"345","GSM1607881",1.45070817115886,5,-0.0145757999999973,"metanalysis","OPC2"
"346","GSM1607887",0.732825934658443,2,0.207326400000003,"metanalysis","OPC1"
"347","GSM1607893",1.78651461682673,6,-0.0669081999999973,"metanalysis","OPC3"
"348","GSM1607899",0.903413352239297,3,0.0460890000000022,"metanalysis","OPC3"
"349","GSM1607900",1.92299512962595,6,0.291524400000003,"metanalysis","OPC1"
"350","GSM1607902",0.564773915511025,2,-0.00826159999999728,"metanalysis","OPC1"
"351","GSM1607903",1.51187228985698,5,0.131128200000003,"metanalysis","OPC2"
"352","GSM1607904",0.0762987802869594,0,0.392730800000001,"metanalysis","OPC2"
